X,Y,Z
30.61493057374009,-96.3346176093055,-0.038127360217659056
30.61982858763649,-96.33580525032511,0.043926911615137974
30.6145972255438,-96.33089069919386,6.127950964421697
30.61475694551694,-96.3298862996637,0.06358845718173803
30.619777758089754,-96.33287361184578,0.08638994659647795
30.61871705953894,-96.33581615976806,6.289237699857956
30.617512850256727,-96.33224250850606,-0.030015303596541077
30.61449121943251,-96.33257702445975,0.1334142021149652
30.616070071854274,-96.32983189490292,-0.06604444171514502
30.61806104957187,-96.32725548182131,-0.016746917475452077
30.61706913348185,-96.33668561526864,6.169137345793292
30.61696496413102,-96.3347218651319,5.932383347894224
30.6177463529733,-96.33266563842426,0.09117029244382861
30.6182308132767,-96.33216703773768,-0.09385780099393888
30.621810954227264,-96.33115387489838,0.15529092527017255
30.61722968810139,-96.3346879756668,-0.06458473812124181
30.613716734911673,-96.3316358957373,6.400154970627627
30.617934319997865,-96.33360055711262,0.12233032781008334
30.6198138920137,-96.33356384736233,0.0778768691756092
30.61686798140005,-96.32998251169012,5.902524882258886
30.616972478098038,-96.33666602162819,5.88376684989968
30.615857634925483,-96.33054067520253,6.061358923023855
30.621205336933166,-96.33303291590484,4.845301682211605
30.619174162770705,-96.32752991625824,0.07081999216214355
30.61767639563398,-96.33367997379945,6.679906483174138
30.614208993924738,-96.33330825293163,0.06581723829829561
30.615796560733166,-96.33393558674783,6.293469243451751
30.618648797962305,-96.33330059362231,5.010982662593123
30.620580789206905,-96.32920229610438,-0.22637646270261588
30.621527120027686,-96.33019659310223,-0.02473785301193393
30.615825059609907,-96.32887001707955,6.235992993295203
30.61749441321007,-96.32978523048047,0.06995050075758062
30.616615345861106,-96.33601210212893,5.72226034054226
30.614193563930634,-96.33072054982973,4.899312146795952
30.61975866590166,-96.33642334220018,6.135529608591346
30.621350757627695,-96.33189983361373,6.278006684180138
30.618753996822544,-96.33452778924968,0.04935585631199223
30.616957231086936,-96.32962005886809,6.456738179409337
30.617497992336176,-96.32854487437234,5.957251347275928
30.619107910414264,-96.33317643688797,5.8253752107145305
30.619010976237004,-96.32970761640607,5.953368575596989
30.61414025203496,-96.3350523804006,0.034977278984110315
30.612866018722205,-96.33269114020472,5.760280990865274
30.61808877024556,-96.33498297978736,0.02295337634631607
30.62038351562891,-96.33617474439053,-0.10405893835844089
30.613578416066552,-96.33063752534278,0.04211535978324391
30.622055282523174,-96.33038388324152,5.972710609746281
30.616273745692055,-96.33055800014303,0.09773837669548435
30.61558705087501,-96.32901155678817,0.07981507551963068
30.619880096499124,-96.32779095689288,0.20833453701735297
30.62119553102747,-96.33516591669616,6.401844086060562
30.62057668114167,-96.3279653067706,5.4353339874571756
30.62162774600575,-96.33471380416766,5.432387271612728
30.61875137929221,-96.33003052693805,6.026536997909428
30.617773009695483,-96.33695687154147,-0.0664750705895714
30.618211856728642,-96.33253963415547,-0.05953909110689001
30.617841033189865,-96.32736664649374,5.104489967359296
30.615504224592048,-96.32809823307771,-0.12670730953907813
30.615260971655392,-96.33424090054447,5.802592765338006
30.62051064978929,-96.32945764262895,6.58743101033264
30.618641820292147,-96.32820424958268,5.244312464422484
30.619878312624103,-96.33075008511618,6.759336417803368
30.619438739452796,-96.33526776175437,6.191269020354815
30.61742849600539,-96.33674938497975,-0.10005830754890498
30.618740393236447,-96.32776079888377,6.915501772980984
