X,Y,Z
30.61649748459864,-96.33302462721012,6.703256302864694
30.61425292603348,-96.33372431272358,5.439935140696888
30.618707461159804,-96.3342597882517,6.201942430351316
30.621235669535434,-96.33491737897337,0.07800681683910182
30.621310579448703,-96.33082384203641,-0.19800938963268588
30.615302218606185,-96.33395614216973,5.798874749606305
30.61373631668704,-96.33156880303235,0.04775107788892513
30.621786782022568,-96.33049491505867,0.0693705635144976
30.618327893267814,-96.3342563722293,6.151421793149371
30.616042924499467,-96.33305099452542,-0.06184630897232937
30.616537436214017,-96.32891100277647,-0.021903921528357496
30.618838744005203,-96.3302922431573,-0.034510890530840464
30.614502910958958,-96.33331006061044,6.131465258750989
30.620048582494057,-96.33317768003084,5.140685040703829
30.61684378488716,-96.33296025307796,4.9833881738821075
30.616946450079105,-96.32998725741028,0.14240689218620334
30.61526570475397,-96.33622464703558,5.8566741415567956
30.615826363307747,-96.3354409067559,6.5831883214397315
30.61404769395019,-96.33290966298786,-0.22295292458041616
30.617848952063838,-96.33215348502506,5.326172354144215
30.619519713727275,-96.32745226273451,-0.05298135772164349
30.618425432194954,-96.33673947151088,5.94410897049441
30.619047078828768,-96.32750500847932,0.029036023329453958
30.614699840090214,-96.33203725379565,0.04378065232060066
30.618353702552803,-96.32923441094583,0.043216552002249047
30.615245685348803,-96.32957378074727,0.010318897198036971
30.62215966545459,-96.33351433972449,0.06764578549613247
30.61417505919298,-96.33116035490337,0.08650502200688406
30.617423433503426,-96.32734428724753,5.634251471309254
30.616473442887713,-96.3277420127371,6.099175630909902
30.614930070118685,-96.33422546809582,5.741620179555845
30.61983700262619,-96.32747471791738,0.08949887009057472
30.620415607663755,-96.331664747953,6.92798807896703
30.616695633000116,-96.33001560451738,0.09522660363323754
30.618692702298453,-96.32789598141113,6.957201715516299
30.61427168104146,-96.33433382857692,0.15030349516529545
30.621995820583933,-96.32992347260267,6.888242001096595
30.61430250747421,-96.3320248752242,-0.12117583742012797
30.616354001926073,-96.32966960786813,6.183605409185699
30.61666718796668,-96.33128208839881,0.09911769912376682
30.6169293767996,-96.33161781825677,-0.04428299099715656
30.61460862857126,-96.33248176558139,6.08874260977424
30.621013273259983,-96.33468339502095,7.010073947250221
30.6156803086593,-96.33274371120395,-0.1409375745683527
30.61992900421004,-96.32860097873937,6.261807283256141
30.617897646666762,-96.33328012533669,-0.020264406305050976
30.61998638904642,-96.33096959276985,0.1677744804783112
30.62124258722481,-96.33046878769159,-0.025668536750425693
30.614244836176194,-96.33300112299061,5.179770786047184
30.618308324948075,-96.32907009900305,6.973402762897285
30.61788255604198,-96.33028397073718,0.10160612954168785
30.618997096930965,-96.33033599230185,-0.046082266370310744
30.61762711075631,-96.33652566212798,6.316686683362847
30.613580613944116,-96.33227918670799,6.933964708753168
30.614099826330694,-96.33342251455167,-0.18995404517785827
30.619775308865293,-96.33632300544431,0.025918936388877933
30.617478603344527,-96.3361137770238,5.735080534923798
30.61876958625628,-96.32976604234821,-0.004274814607595775
30.618494912021887,-96.32875945992477,6.305914783728577
30.613472174991042,-96.32955294696316,5.10273826091176
30.619642518716862,-96.33297325267355,6.70951088968087
30.620254098674,-96.33241612805784,-0.17082202528449786
30.614409611125033,-96.32899015820162,6.332140160183943
30.617577884572064,-96.33501134975404,6.072837165086482
30.619577847099183,-96.32939013446571,6.1926549008989324
30.618673528898725,-96.3358637589987,6.60419042812108
30.61292114681348,-96.3330361882837,-0.011992152596946162
30.618414553409966,-96.33516829278658,-0.11295733373126893
30.61519188071102,-96.33244958103495,0.2712518326273658
30.616612669893403,-96.33620965005537,-0.08045884515847523
30.6141138718844,-96.33004351083413,-0.11425283400533393
30.61516221109569,-96.33068519142394,5.414225197175311
30.613525571658602,-96.33258929257237,-0.17687442894781885
30.613742598893523,-96.32994016603006,-0.030845494945912672
30.618794902928226,-96.33148265926981,-0.0005255847661372373
